domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
pulsetechnologies.com,Pulse Technologies,https://www.linkedin.com/company/pulse-technologies,http://www.pulsetechnologies.com,145,201-500,2015,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Pulse Technologies is an advanced innovation and contract manufacturing company focused exclusively on medical device components and assemblies. 
  
 Think of it as ideas + execution: the marriage of groundbreaking materials, technologies and processes with full capabilities for outsourced component manufacturing and assembly, from prototype to production. That’s the complete package we offer to our medical device OEM partners, who comprise a substantial number of the world’s leading and largest","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
bostonscientific.com,Boston Scientific en Costa Rica,https://www.linkedin.com/company/boston-scientific-costa-rica,https://www.bostonscientific.com,1259,5001-10000,1979,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"En Boston Scientific, trabajamos en colaboración para resolver los problemas más difíciles de la atención médica mediante el desarrollo de soluciones que son más importantes para aquellos que sufren afecciones debilitantes y que amenazan la vida y los profesionales de la salud que brindan su atención. En más de 100 países, ayudamos a los proveedores a brindar atención de manera más efectiva al reducir costos, aumentar la eficiencia y ampliar el acceso a la atención para ayudar a que más personas","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
mpe-inc.com,MPE Inc.,https://www.linkedin.com/company/mpeinc,http://www.mpe-inc.com,275,51-200,1978,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"MPE Inc. has developed the only capital equipment commercialization platform that enables healthcare and technology OEMS to scale, integrate, and extend their medical device commercial strategies.    Our purpose-built platform integrates the most critical control planes of compliance, differentiation, and adoption readiness into one unified system. This approach provides MedTech OEMs with a clear roadmap to market-ready products, meeting the modern healthcare demand for high-quality, life-transf","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
norwoodmedical.com,Norwood Medical,https://www.linkedin.com/company/norwood-medical,http://www.norwoodmedical.com,486,1001-5000,1926,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Norwood Medical’s legacy of expertise in complex machining dates back as far as the 1920s, when it first opened its doors for business as a machine tool shop. Serving a thriving manufacturing sector through a good part of the twentieth century, Norwood Medical began its journey into medical device manufacturing in the early 1970s. As a contract medical device manufacturer, Norwood Medical first helped produce complex surgical devices for companies that were pioneers in the field.
 
 Our laser fo","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
orchid-ortho.com,Orchid Orthopedic Solutions,https://www.linkedin.com/company/orchid-orthopedic-solutions,http://www.orchid-ortho.com,856,1001-5000,1990,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Orchid Orthopedic Solutions is a worldwide leader of medical device outsourcing services, providing expertise in a wide-ranging offer, from design and development through finished goods manufacturing.  
 
 The company offers a broad array of services and capabilities for orthopedic and medical device development and manufacturing such as Design, Quality Systems, Regulatory Affairs, Implant Manufacturing, Instrument Manufacturing, Sterile and Non-Sterile Packaging.  With experience in joint recon","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
viantmedical.com,Viant Medical,https://www.linkedin.com/company/viantmedical,http://viantmedical.com,2886,5001-10000,2007,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Please stay safe online. Viant does not send unsolicited interview offers to candidates that have not directly applied for an open position.  Additionally, Viant will not ask potential candidates or new hires to make payments or purchases nor send payments of any kind in advance of employment commencing.  Viant is a global design and manufacturing services provider for the medtech industry, specializing in surgical technologies, orthopedics, cardiac & interventional, bioelectronics, bioprocessin","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
racermedical.com.sg,Racer Technology,https://www.linkedin.com/company/racer-technology,http://www.racermedical.com.sg,102,1001-5000,1988,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Racer Technology is one of the leading medical devices manufacturers. Headquarter in Singapore & sales office in California, supported by manufacturing faculties in China, Indonesia, India & Malaysia. In this new age of business technology, Racer Technology has fully captured the needs of the market demand in Medical Contract Manufacturing as We believe in continuous innovation and improvements are critical for our success. We provide a direct support from many strategic locations throughout Asi","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
dukal.com,"Dukal, LLC",https://www.linkedin.com/company/dukal,https://www.dukal.com,107,51-200,1991,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Dukal is driving growth through manufacturing and supply chain excellence to mitigate disruptions and create solutions that better serve the needs of healthcare professionals and patients around the world.  Applying the expertise of our global workforce, national brand of products, technology investments, data insights, and trusted partnerships to build a better future.  Our Belief & Purpose We believe enhancing family and community health is the way to a better future. We are committed to a wor","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
cadenceinc.com,"Cadence, Inc.",https://www.linkedin.com/company/cadence-inc-,http://www.cadenceinc.com,385,501-1000,1985,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Cadence is a vertically integrated, medical device contract manufacturing organization serving the medical device, diagnostics, and drug delivery markets, providing best-in-class product design and development support through complete manufacturing of finished devices.  Cadence employs approximately 800 people worldwide with its corporate headquarters in Staunton, Virginia and additional locations in Connecticut, Pennsylvania, Rhode Island, Wisconsin, Florida, and Costa Rica.","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
bioglan.se,Bioglan AB,https://www.linkedin.com/company/bioglan-ab,http://www.bioglan.se,124,51-200,1984,PRIVATELY_HELD,pharmaceutical manufacturing,-,-,-,"Bioglan AB is a contract development and manufacturing organization with more than thirty years of experience in research, development, manufacturing and marketing of pharmaceuticals. 
 
 We develop, produce and market pharmaceuticals and medical devices. We also provide support for pharmaceutical, healthcare and life science companies in all aspects of development and manufacturing of semi-solid and liquid products. We collaborate with companies of all sizes, from the smallest start-up to the l","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
joharidigital.com,Syrma Johari Medtech Limited,https://www.linkedin.com/company/syrmajoharimedtech,https://www.syrmajoharimedtech.com,361,201-500,1979,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Syrma Johari MedTech Ltd. is a leading medical device design and manufacturing partner, empowering global MedTech companies and fast-growing startups to bring medical innovations to market. With over 45 years of expertise, we provide end-to-end solutions across the product lifecycle, from design and development to contract manufacturing, supply chain solutions, and QARA consultation.  We operate 16 state-of-the-art manufacturing facilities and 4 R&D centers in India and Europe, delivering high-q","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
schillerindia.com,Schiller Healthcare India,https://www.linkedin.com/company/schillerhealthcareindia,http://www.schillerindia.com,424,201-500,1997,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Schiller Healthcare India Pvt. Ltd. is a subsidiary of Schiller AG of Switzerland, a world leader in Medical Diagnostic Solutions, with presence in over 100 countries across the world. The company was set-up in 1997 with an idea to make quality products available to the Indian medical market. Currently, our product range covers Critical Care, Cardiology, Radiology, Telemedicine, Cardiopulmonary, Anaesthesia and Robotic Surgery. Schiller India has strategic tie-ups with Stephan GmbH of Germany, T","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
advantmedical.com,"Advant Medical, a UFP Technologies company",https://www.linkedin.com/company/advant-medical-moulding,http://www.advantmedical.com,108,51-200,1993,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"A UFP Technologies company  Advant Medical is a global organisation supporting companies at various stages of the product life cycle. With over 28 years of expertise in the medical device sector, Advant supports a broad range of customers including start-ups, SMEs and Multinationals from concept through to market release for both minimally invasive and implantable devices. With Headquarters in Galway, Ireland, Advant provide a strategic route to the European and Asian Markets.  SERVICES:  •    D","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
btl-kariera.cz,BTL Medical & Healthcare Technologies,https://www.linkedin.com/company/medical-technologies-cz-a.s.,https://btl-kariera.cz,613,1001-5000,1993,PRIVATELY_HELD,medical equipment manufacturing,-,-,-,"Naše poslání je přinášet nové revoluční technologie do zdravotní péče.  Zaměřujeme se na kardiologii, fyzioterapii a medicínskou estetiku. Od roku 1993 jsme předali do rukou lékařů v 80 ti zemích světa více než půl milionu našich přístrojů a tím umožnili lépe diagnostikovat a léčit.  Každým rokem přinášíme další nové produkty, které často jdou za hranice nejnovějších technologií. Vše vzniká v našem vývoji -  od první myšlenky až po sériovou výrobu v jednom z našich výrobních závodů. Jsme dobrá p","New Leader, Old Portfolio",new-leader-old-portfolio-4b,"Matched AI Ark lookalike-company search (lookalikeDomains seeded with 3 known PE-backed medtech CDMO/manufacturing roll-up platforms: Cirtec Medical, Viant Medical, Integer Holdings), filtered post-hoc to 100-5000 employees as a proxy for the $100M-$1B revenue band. This confirms 'similar business model to a known PE-backed medtech manufacturing/roll-up platform' — it does NOT verify actual PE ownership or that this specific company has itself absorbed 2+ acquisitions without consolidating brands; both require a per-company ownership/M&A-history check (PitchBook or deal-news search) before treating as qualified. This is segment 4(b) specifically (PE-backed roll-up platforms, $100M-$1B) — distinct from 4(a) already sourced via Blitz."
