domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
beckmancoulter.com,Beckman Coulter Diagnostics,-,https://www.beckmancoulter.com,10628,10001+,1935,Public Company,Medical Equipment Manufacturing,Brea,California,United States,"A global leader in advanced diagnostics, Beckman Coulter has challenged convention to elevate the diagnostic laboratory’s role in improving patient health for more than 80 years. Our mission is to Relentlessly Reimagine Healthcare, One Diagnosis at a Time – and we do this by applying the power of science, technology and the passion and creativity of our teams. Our diagnostic solutions are used in complex clinical testing, and are found in hospitals, reference laboratories and physician office se",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (10628 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
arthrex.com,Arthrex,-,http://www.Arthrex.com,9115,10001+,-,Privately Held,Medical Equipment Manufacturing,Naples,Florida,United States,"Arthrex is a global medical device company and leader in new product development and medical education in orthopedics. With a corporate mission of Helping Surgeons Treat Their Patients Better®, Arthrex has pioneered the field of arthroscopy and developed more than 1,000 innovative products and surgical procedures each year to advance minimally invasive orthopedics worldwide.   Arthrex continues to experience unprecedented growth and demand for our products throughout the world; however, we remai",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (9115 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
conmed.com,CONMED Corporation,-,http://www.conmed.com/,3378,1001-5000,1970,Public Company,Medical Equipment Manufacturing,-,Florida,United States,"CONMED is a global medical technology company that specializes in the development and sale of surgical and patient monitoring products and services that allow our physician customers to deliver high quality care and as a result, enhanced clinical outcomes for their patients.  With products that are recognized as technological leaders by the specialties they serve, healthcare professionals within the Orthopedic, Laparoscopic, Robotic & Open Surgery, Gastroenterology & Pulmonology and Cardiology &",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (3378 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
aligntech.com,Align Technology,-,http://www.aligntech.com,13266,10001+,1997,Public Company,Medical Equipment Manufacturing,Tempe,Arizona,United States,"We are dedicated to transforming lives by improving the journey to a healthy, beautiful smile.   Discover your straight path to a bright future at Align Technology. As a part of our smart, diverse and fast-moving global team, you'll make an impact on the market leader that's moving an industry forward.    Want to find out what's next for us—and for you? Follow us on LinkedIn for business updates and check out our current opportunities at www.aligntech.com/careers.    25 years ago, we pioneered t",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (13266 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
hologic.com,"Hologic, Inc.",-,http://www.hologic.com,6869,5001-10000,1985,Privately Held,Medical Equipment Manufacturing,Marlborough,Massachusetts,United States,"We’re an innovative medical technology company whose purpose is to enable healthier lives everywhere, every day. While we discover and develop groundbreaking products and services that benefit everyone, we are especially passionate about those that advance women’s health and well-being. This allows us to be a company that prospers, grows and empowers women to experience healthier lives.  None of this would be possible without the talent, skills and aspirations of our employees. Their expertise a",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (6869 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
resmed.com,Resmed,-,https://www.resmed.com,8994,5001-10000,-,Public Company,Medical Equipment Manufacturing,San Diego,California,United States,"We believe shaping a better world starts with better sleep and breathing, which is why we pioneer innovative solutions to help millions of people in more than 140 countries around the world live happier, healthier lives. Our AI-powered digital health solutions, cloud-connected devices and intelligent software make home healthcare more personalized, accessible and effective.",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (8994 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
dexcom.com,Dexcom,-,https://careers.dexcom.com/careers/index,8782,10001+,-,Public Company,Medical Equipment Manufacturing,San Diego,California,United States,"Empowering People to Take Control of Health  Dexcom Corporation (NASDAQ DXCM) has been a pioneer in glucose sensing for more than 25 years. Since 1999, we have developed innovative technologies that transformed how people manage diabetes. Our products are part of people’s daily lives, empowering them to live confidently and feel more in control, free to pursue their dreams.   Headquartered in San Diego, California, with operations around the world, Dexcom leads by listening to the needs of users",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (8782 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
teleflex.com,Teleflex,-,http://www.teleflex.com,9872,10001+,-,Public Company,Medical Equipment Manufacturing,Wayne,New Jersey,United States,"As a global provider of medical technologies, Teleflex is driven by our purpose to improve the health and quality of people’s lives. Through our vision to become the most trusted partner in healthcare, we offer a diverse portfolio with solutions in the therapy areas of anesthesia, emergency medicine, interventional cardiology and radiology, surgical, vascular access, and urology. We believe that the potential of great people, purpose driven innovation, and world-class products can shape the futu",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (9872 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
jjvision.com,Johnson & Johnson | Vision,-,http://www.jjvision.com,5425,5001-10000,-,Public Company,Medical Equipment Manufacturing,Jacksonville,Florida,United States,"As a leader in eye health and part of Johnson & Johnson MedTech, we are driven by a bold ambition: Vision Made Possible™— paving the way for a new future of eye health to support the full spectrum of pediatric, adult and aging eyes.   Our priority is to deliver on the eye health needs of more than 44 million patients around the world every year. Poor eye health has reached epidemic proportions and access to care around the world remains inequitable and disconnected – and we believe that we have ",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (5425 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
bbraunusa.com,B. Braun Medical Inc. (US),-,http://www.bbraunusa.com,7620,10001+,-,Privately Held,Medical Equipment Manufacturing,Bethlehem,Pennsylvania,United States,"B. Braun Medical Inc., a leader in infusion therapy and pain management, develops, manufactures, and markets innovative medical products and services to the healthcare industry. Other key product areas include nutrition, pharmacy admixture and dialysis. The company is committed to eliminating preventable treatment errors and enhancing patient, clinician and environmental safety. B. Braun Medical is headquartered in Bethlehem, PA and is part of the  B. Braun Group of Companies in the U.S., which ",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (7620 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
coopervision.com,CooperVision,-,http://www.coopervision.com,7615,5001-10000,-,Public Company,Medical Equipment Manufacturing,San Ramon,California,United States,"CooperVision, a unit of The Cooper Companies, Inc. (NASDAQ: COO), is one of the world’s leading manufacturers of soft contact lenses. The Company produces a full array of monthly, two-week and daily disposable contact lenses, all featuring advanced materials and optics. CooperVision has a strong heritage of solving the toughest vision challenges such as astigmatism and presbyopia; and offers the most complete collection of spherical, toric and multifocal products available. Through a combination",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (7615 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
terumomedical.com,Terumo Medical Corporation,-,http://www.terumomedical.com,2904,1001-5000,1972,Public Company,Medical Equipment Manufacturing,Somerset,New Jersey,United States,"Our Promise  At Terumo, everything starts with our unwavering commitment to patients.  Listening sincerely to their needs and deeply understanding their hopes and aspirations, we boldly pursue innovative ways to help enhance the lives of patients around the world.  Our Promise Story   Terumo was founded by a group of physicians and scientists to support the lives of people. Ever since then, we have been doing all we can to advance healthcare and enhance patients’ quality of life.  This mindset, ",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (2904 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
cookmedical.com,Cook Medical,-,http://www.cookmedical.com,8267,10001+,1963,Privately Held,Medical Equipment Manufacturing,Bloomington,Indiana,United States,"At Cook, we are building our future on Invention, Connection, People, and Community.  As a privately owned company, we can look at the world our own way and do what we feel passionate about. What are we passionate about? That’s simple: Making unique, quality products and connecting with people to improve lives on both sides of the device.  Central to our focus on building deep connections is our belief in the importance of identifying innovative solutions to help customers, patients, employees, ",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (8267 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
ethicon.com,"Ethicon, Inc.",-,http://www.ethicon.com,4936,10001+,-,Public Company,Medical Equipment Manufacturing,Somerville,New Jersey,United States,"For over 100 years, Ethicon has stood side by side with healthcare professionals around the world, sharing the same passion to improve and save lives. From the creation of the first sutures, to revolutionizing surgery with minimally invasive procedures, we are committed to advancing surgical care so that patients live longer, more fulfilling lives. Our surgical technologies and solutions include sutures, staplers, energy devices, trocars and hemostats along with interventional ablation, robotics",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (4936 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
steris.com,STERIS,-,https://www.steris.com,11008,10001+,1985,Public Company,Medical Equipment Manufacturing,Mentor,Ohio,United States,"STERIS is a leading provider of infection prevention and other procedural products and services, focused primarily on healthcare, pharmaceutical and medical device Customers.  MISSION WE HELP OUR CUSTOMERS CREATE A HEALTHIER AND SAFER WORLD by providing innovative healthcare and life science products and services around the globe.  VISION We strive to be a GREAT COMPANY. We provide world-class products and services for our Customers, safe and rewarding work for our people, and superior returns f",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (11008 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
zoll.com,ZOLL Medical Corporation,-,http://www.zoll.com,6271,5001-10000,-,Privately Held,Medical Equipment Manufacturing,Chelmsford,Massachusetts,United States,"At ZOLL®, we’re passionate about improving patient outcomes and helping save lives.  ZOLL provides innovative technologies that make a meaningful difference in people's lives. Our medical devices, software, and related services are used worldwide to diagnose and treat patients suffering from serious cardiopulmonary and respiratory conditions.  Founded in 1980, ZOLL is named after Dr. Paul Zoll, whose pioneering work in cardiology and resuscitation earned him the nickname “The Father of Modern Ca",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (6271 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
sjm.com,St. Jude Medical,-,http://www.sjm.com,5896,10001+,1976,Public Company,Medical Equipment Manufacturing,Oakdale,Minnesota,United States,"St. Jude Medical is now Abbott. We are a global medical device manufacturer dedicated to transforming the treatment of some of the world’s most expensive epidemic diseases. We do this by developing cost-effective medical technologies that save and improve lives. 
 
 St. Jude Medical provides safe and effective technologies that are of the highest quality—and that quality is something we take very seriously because we know patients around the world rely on our technologies. Our approximately 18,0",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (5896 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
carestream.com,Carestream,-,http://www.carestream.com,3908,1001-5000,2007,Privately Held,Medical Equipment Manufacturing,Rochester,New York,United States,"Carestream's products make a difference every day.  Carestream Health is a worldwide imaging company. We provide digital X-ray products and X-ray film for the medical and non-destructive testing market worldwide. We also provide product, technical, and service support, including remote equipment and software management services. In addition, we own over 1,000 patents in digital imaging, film, and imaging chemistry.   Originally part of Eastman Kodak, Carestream was founded in 2007. Today, our la",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (3908 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
insulet.com,Insulet Corporation,-,http://www.insulet.com/,5295,1001-5000,-,Public Company,Medical Equipment Manufacturing,Acton,Massachusetts,United States,"Insulet Corporation (NASDAQ: PODD), headquartered in Massachusetts, is an innovative medical device company dedicated to simplifying life for people with diabetes and other conditions through its Omnipod product platform. The Omnipod Insulin Management System provides a unique alternative to traditional insulin delivery methods. With its simple, wearable design, the tubeless disposable Pod provides up to three days of non-stop insulin delivery, without the need to see or handle a needle. Insulet",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (5295 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
masimo.com,Masimo,-,https://www.masimo.com/,3664,1001-5000,1989,Public Company,Medical Equipment Manufacturing,Irvine,California,United States,"Masimo (NASDAQ: MASI) is a global medical technology company that develops and produces a wide array of industry-leading monitoring technologies, including innovative measurements, sensors, patient monitors, and automation and connectivity solutions. Our mission is to improve life, improve patient outcomes, reduce the cost of care, and take noninvasive monitoring to new sites and applications. Masimo SET® Measure-through Motion and Low Perfusion™ pulse oximetry, introduced in 1995, has been show",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (3664 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
icumed.com,ICU Medical,-,http://www.icumed.com,9124,5001-10000,-,Public Company,Medical Equipment Manufacturing,San Clemente,California,United States,"ICU Medical connects patients and caregivers through safe, life-saving, life-enhancing IV therapy systems, software, solutions, and consumables.  Since IV therapy is our only business, meeting your IV needs with quality products and consistent supply is our only concern. We are 100% focused on bringing you intuitive, patient-centric IV products and services that provide meaningful clinical differentiation, consistent innovation, and superior value. We design our products to work within your exis",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (9124 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
integralife.com,Integra LifeSciences,-,http://www.integralife.com,3856,1001-5000,-,Public Company,Medical Equipment Manufacturing,Princeton,New Jersey,United States,"Integra LifeSciences is a global medical technology leader dedicated to restoring lives. Headquartered in Princeton, New Jersey, we are advancing transformational care through impactful innovation in neurosurgery and tissue reconstruction, specialized fields that demand exceptional expertise and precision. Our portfolio of highly differentiated gold-standard products and solutions is built on decades of clinical evidence and trusted by healthcare professionals to improve patient outcomes.  For t",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (3856 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
shockwavemedical.com,Shockwave Medical,-,http://shockwavemedical.com,1540,1001-5000,-,Public Company,Medical Equipment Manufacturing,Santa Clara,California,United States,"Shockwave Medical is revolutionizing the interventional treatment of advanced cardiovascular disease by developing technology that targets calcified plaque. Inspired by 30-years of safety and efficacy in kidney stone treatment, our Intravascular Lithotripsy family of catheters delivers localized lithotripsy at the site of cardiovascular calcium that enables gentle balloon dilatation of calcified, stenotic arteries.   IVL catheters use sonic pressure waves to preferentially impact hard tissue, di",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (1540 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
terumobct.com,Terumo Blood and Cell Technologies,-,http://www.terumobct.com,3739,5001-10000,1964,Public Company,Medical Equipment Manufacturing,Lakewood,Colorado,United States,"Headquartered in Lakewood, Colorado, Terumo Blood and Cell Technologies is a global leader in blood component, therapeutic apheresis and cellular technologies serving customers in more than 160 countries. As the only company with the unique combination of apheresis collections, manual and automated whole blood processing and pathogen reduction, we believe in the potential of blood to do even more for patients than it does today. This belief unites our organization, inspires our innovation and st",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (3739 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
globusmedical.com,Globus Medical,-,http://www.globusmedical.com,3451,1001-5000,-,Public Company,Medical Equipment Manufacturing,Norristown,Pennsylvania,United States,"Globus Medical, Inc. is a leading musculoskeletal solutions company and is driving significant technological advancements across a complete suite of products. Founded in 2003, Globus’ single-minded focus on advancing surgery has made it the fastest growing company in the history of orthopedics. Globus is driven to utilize superior engineering and technology to achieve pain free, active lives for all patients.  Additional information can be accessed at www.globusmedical.com.  IMPORTANT NOTICE TO ",Before the Buyer Arrives — Seller Side,-,"Matched company filter for medtech/diagnostics parents at scale (3451 employees, industry='Medical Equipment Manufacturing', HQ United States). Segment requires $250M+ revenue and an announced separation/strategic-review signal — headcount/industry match is confirmed by this pull; the separation-announcement trigger itself is NOT yet verified per-company and must be checked against 8-K/press-release sources before this company is treated as qualified."
