domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
medacta.com,Medacta International,https://www.linkedin.com/company/medacta-international,http://www.medacta.com,896,1001-5000,-,Public Company,Medical Equipment Manufacturing,Castel San Pietro TI,Ticino,Switzerland,"Medacta International is a global key player specializing in the design, production, and distribution of innovative, personalized, and sustainable solutions for joint replacement, sports medicine, and spine surgery. Established in 1999 in Switzerland, Medacta is committed to improving the care and well-being of patients and maintains a strong focus on healthcare sustainability. Through close collaboration with expert surgeons globally, continuous investments in R&D, and the adoption of cutting-e",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Switzerland) at $100M-$500M US-revenue proxy scale (896 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
sysmex.co.jp,Sysmex Corporation,https://www.linkedin.com/company/itochu-corporation-amman-jordan,http://www.sysmex.co.jp/en/index.html,4058,10001+,1968,Public Company,Medical Equipment Manufacturing,Kobe,Kagawa Ken,Japan,"Sysmex Corporation is a global leader in in vitro diagnostics. Since its foundation in 1968, Sysmex has focused on diagnostics as the core of its business, and today, it supports the health of people in over 190 countries and regions worldwide. Sysmex continues to innovate in diagnostics, and to collaboratively create unique values in the areas of personalized medicine and novel treatments, under its long-term vision of ""Together for a better healthcare journey."" Through its unique technology, s",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Japan) at $100M-$500M US-revenue proxy scale (4058 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
erbegroup.com,Erbe Group,https://www.linkedin.com/company/erbegroup,http://www.erbegroup.com,1086,1001-5000,1851,Public Company,Medical Equipment Manufacturing,Tübingen,Baden-Württemberg,Germany,"As a family-owned and operated business, Erbe develops, manufactures,and markets systems for professional use in various medical disciplines all over the world.  Since the company's foundation, Erbe has continuously reshaped and adapted its business to an ever-changing reality in several key disciplines such as gastroenterology, general surgery, gynecology, pulmonology and urology. The portfolio comprises devices and instruments for electrosurgery, vessel sealing, plasma surgery, cryosurgery, hy",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Germany) at $100M-$500M US-revenue proxy scale (1086 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
klsmartin.com,KLS Martin Group,https://www.linkedin.com/company/kls-martin,https://www.klsmartin.com/en/,1562,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Tuttlingen,Baden-Württemberg,Germany,"The KLS Martin Group is an international company group for innovative medical technology in almost all surgical areas. With our philosophy ""Surgical Innovation is our Passion"", we develop and market solutions such as implant systems, electrosurgery units, surgical laser systems, operating lights, surgical instruments, and tray systems.  Whatever you need – we're just around the corner.",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Germany) at $100M-$500M US-revenue proxy scale (1562 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
rodenstock.com,Rodenstock,https://www.linkedin.com/company/rodenstock,https://www.rodenstock.com,1363,5001-10000,-,Public Company,Medical Equipment Manufacturing,München,Bayern,Germany,We recognise that every person and eye is unique and different. That’s why we were the first to measure the individual eye and use thousands of data points to produce individual eyeglass lenses. This made us what we are today. We are the vision experts. It’s what motivates us to provide people all around the globe with the best progressive glasses. We don’t settle for standard - we always go one step further. We go for B.I.G. VISION™ .  Do you want to become part of something B.I.G.?  Then have ,The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Germany) at $100M-$500M US-revenue proxy scale (1363 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
dental-monitoring.com,DentalMonitoring,https://www.linkedin.com/company/dental-monitoring,https://dental-monitoring.com/,545,501-1000,2014,Privately Held,Medical Equipment Manufacturing,Paris,Paris,France,"DentalMonitoring, powered by AI, is the orthodontic industry’s only FDA-approved and EU-MDR-Certified remote monitoring solution. The platform is revolutionizing the orthodontic experience for patients, parents, and practitioners. Clinicians use DentalMonitoring to see every patient weekly and schedule appointments based on how their patient’s biology responds to treatment. ScanAssist guides patients through the scanning experience and ensures high-quality images with meaningful clinical informa",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: France) at $100M-$500M US-revenue proxy scale (545 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
permobil.com,Permobil,https://www.linkedin.com/company/permobil,http://www.permobil.com,1249,1001-5000,1967,Privately Held,Medical Equipment Manufacturing,Sundsvall,Västernorrland,Sweden,"Permobil founder Dr. Per Uddén believed that helping individuals achieve the greatest level of independence is a basic human right and, for over 50 years, that has been the driving force behind our innovative assistive technology. We are passionate about understanding our users’ needs and helping them live life to the fullest. We are a global leader in trusted healthcare solutions for power and manual wheelchairs, seating and positioning products, and power assist. Permobil is part of Patricia I",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Sweden) at $100M-$500M US-revenue proxy scale (1249 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
teoxane.com,TEOXANE Laboratories,https://www.linkedin.com/company/teoxane,http://www.teoxane.com,660,201-500,2003,Privately Held,Medical Equipment Manufacturing,Genf,Genève,Switzerland,"When Madame Valérie Taupin created TEOXANE in Geneva in 2003, her vision was crystal clear: to satisfy the ever demanding aesthetic market with high performance, avant-garde products based on rigorous scientific research.   Today our focus remains unchanged. We are dedicated to designing and manufacturing hyaluronic acid dermal fillers and skincare products, applying industry-leading expertise and high-quality standards.   Building on a firm commitment to innovation and patient satisfaction, we ",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Switzerland) at $100M-$500M US-revenue proxy scale (660 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
atosmedical.com,Atos Medical,https://www.linkedin.com/company/atosmedicalcom,http://www.atosmedical.com,849,1001-5000,1986,Public Company,Medical Equipment Manufacturing,Malmö,Skåne,Sweden,"Atos Medical was born out of a desire to make life easier for people living with a neck stoma and we serve the needs of more than 100,000 people with a neck stoma globally. We want to remain at the forefront and we know this involves more than first-rate product development, which is why clinical research and education of both professionals and patients are integral parts of our business.",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Sweden) at $100M-$500M US-revenue proxy scale (849 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
baltgroup.com,Balt,https://www.linkedin.com/company/balt-group,https://www.baltgroup.com,609,501-1000,1977,Privately Held,Medical Equipment Manufacturing,Montmorency,Val-d'Oise,France,"We are Balt.   Physician-inspired innovations. Patient-focused solutions.  For more than 45 years, Balt has been leading the way – collaborating with physicians and institutions to develop elegant neurovascular solutions. As the premier global neurovascular platform, always seeking to expand beyond boundaries, we are now bringing our innovation to the peripheral vascular space.  We introduced the first neurovascular intervention device in 1977. Now, we offer the world’s broadest portfolio of med",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: France) at $100M-$500M US-revenue proxy scale (609 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
loewensteinmedical.com,Löwenstein Medical,https://www.linkedin.com/company/l%c3%b6wenstein-medical-technology-gmbh-co.-kg,https://loewensteinmedical.com/,726,1001-5000,1986,Privately Held,Medical Equipment Manufacturing,Arzbach,Rheinland-Pfalz,Germany,"Löwenstein Medical is regarded as a pioneer and market leader in medical products in the areas of hospitals, homecare and diagnostics. Innovative technology, ergonomic design and creative user interfaces characterize our high-end systems and enable optimal support for the user in every situation. The success of products ""Made in Germany"" is based on good ideas, many years of experience, foresight and innovation.",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Germany) at $100M-$500M US-revenue proxy scale (726 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
terumo.com,Terumo,https://www.linkedin.com/company/terumo-global,https://www.terumo.com,641,10001+,1921,Public Company,Medical Equipment Manufacturing,Tokyo,Tokyo,Japan,"Terumo is a global leader in medical technology and has been committed to ""Contributing to Society through Healthcare"" for 100 years. Based in Tokyo and operating globally, Terumo employs more than 30,000 associates worldwide to provide innovative medical solutions in more than 160 countries and regions. The company started as a Japanese thermometer manufacturer　and has been supporting healthcare ever since. Now, its extensive business portfolio ranges from vascular intervention and cardio-surgi",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Japan) at $100M-$500M US-revenue proxy scale (641 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
inpeco.com,Inpeco,https://www.linkedin.com/company/inpeco,https://www.inpeco.com,606,501-1000,1990,Privately Held,Medical Equipment Manufacturing,Novazzano,Ticino,Switzerland,"Inpeco is the global leader in Total Laboratory Automation. The company’s game-changing solutions combine open connectivity with full sample traceability to support secure test results and increase productivity in clinical laboratories around the world. To date, more than 2800 Inpeco systems have been shipped to 78 countries. Inpeco also provides automation for anatomical pathology labs and is developing solutions for blood banks and life sciences applications. The Group is headquartered in Nova",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Switzerland) at $100M-$500M US-revenue proxy scale (606 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
sarstedt.com,SARSTEDT Group,https://www.linkedin.com/company/sarstedt-group,http://www.sarstedt.com,1043,1001-5000,1961,Privately Held,Medical Equipment Manufacturing,Nümbrecht,Nordrhein-Westfalen,Germany,"SARSTEDT – To make your workflow excellent. As a globally operating family-owned company, we have been a leading partner in medicine and science for over six decades. With more than 3,000 employees, we develop solutions that drive progress in preanalytics and life sciences, enhancing patient care and setting new standards in scientific research.  Our solutions cover the entire process: from sample collection to liquid handling, sample transport, and laboratory automation. This enables fast and a",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Germany) at $100M-$500M US-revenue proxy scale (1043 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
shamir.com,Shamir Optical Industry Itd.,https://www.linkedin.com/company/shamir-optical-ind-,http://www.shamir.com,532,1001-5000,-,Privately Held,Medical Equipment Manufacturing,-,-,Israel,"Shamir Optical Industry Ltd. is among the world’s leading manufacturers of high-quality progressive and single vision lenses and molds. Over the course of nearly four decades, Shamir has established itself as a company known worldwide for innovation, cutting-edge technology, and stringent quality assurance practices. Opticians and optical laboratories across the globe appreciate Shamir’s quick response to changing market demands and consumer needs, as well as its ability to fill orders for custo",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: Israel) at $100M-$500M US-revenue proxy scale (532 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
sebia.com,Sebia,https://www.linkedin.com/company/sebia,https://www.sebia.com,1010,1001-5000,-,Privately Held,Medical Equipment Manufacturing,Lisses,Essonne,France,"Founded in 1967, Sebia is a Global specialty In Vitro Diagnostic leader for the screening and monitoring of various diseases, primarily in the areas of Oncology (Multiple Myeloma), Diabetes, Hemoglobinopathy, Autoimmunity and other rare pathologies.  Our mission is to provide powerful tools that translate what is happening in a patients’ body into a readable and interpretable language.  We call it our new language of life.   Headquartered in the South of Paris (Lisses, France), We set high stand",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: France) at $100M-$500M US-revenue proxy scale (1010 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
proteor.fr,PROTEOR,https://www.linkedin.com/company/proteor,http://www.proteor.fr,548,501-1000,1913,Privately Held,Medical Equipment Manufacturing,Saint-Apollinaire,Côte-d'Or,France,"PROTEOR is the leader of P&O fitting in France and its expertise is recognized all over the world.
 PROTEOR develops two activities :
 
 - Custom-made orthopedic fitting of Patients thanks to a network of fitting centers set up near hospitals, clinics and rehabilitation centers to ensure geographic proximity with the patients.
 - Design, manufacture and sales of components for prosthesis, limb orthosis and spinal orthosis for the Professionals of the orthopedic field.",The Import Without a Playbook,-,"Matched filter for medtech/diagnostics companies headquartered outside the US (HQ country: France) at $100M-$500M US-revenue proxy scale (548 employees). Segment additionally requires a US subsidiary/affiliate structure and a recent FDA clearance, US expansion, or new US commercial hire — none of that is verified here; this pull only confirms 'non-US medtech parent of a plausible size', not the US-market trigger itself."
